beta,alpha
0.01464856455272955,10.094276878124626
0.015027754678936868,10.052954577097331
0.015456339245456745,10.007500044643008
0.015528233369959744,10.000000044645446
0.015528233369959744,10.000000044645446
0.016518624894721005,9.900115705138724
0.029077821149412337,8.991025931615356
0.04895986957792044,8.164584262977508
0.07943124029767126,7.413283540322444
0.12508188226431455,6.730311873085694
0.19263549143746247,6.109515101736299
0.29257474839564723,5.545416417718737
0.44280279573744025,5.033388106073081
0.6788927895053831,4.57054625613879
1.099583259122093,4.160551163123198
1.099583259122093,4.160551163123198
1.1124775131365532,4.152605216663731
1.266085066394671,4.072335421519687
1.4474141616028544,4.006500392131448
1.6726449747521313,3.959259245319109
1.9379297353345721,3.9427723020868055
2.189330823786821,3.9591563184460057
2.3925776480260135,3.991849380099807
2.55920509395916,4.030215585318586
2.6937768530761588,4.068203392990875
3.1814009975338964,4.252597481045194
3.261325739082285,4.289159535776545
3.3315645286254005,4.322643067717718
3.3936850234105553,4.3532801748139685
3.4487804601088037,4.381236463806271
3.5028586482950868,4.409377073666278
3.55570500576416,4.437532166051681
3.6075793203887887,4.465786285579305
3.658471842027946,4.494087418223058
3.708497629559943,4.5224552578624735
3.7576700048234017,4.550858977225026
3.806104068863076,4.579329682535395
3.8537818909492856,4.607824259349139
3.897675684553732,4.636469785594089
3.9471210235423593,4.664918475651678
3.992873122671414,4.6935212856547475
4.038053411395192,4.722153295887995
4.087318523370101,4.7538039277773585
4.132006003766568,4.7828936210225566
4.175892574287871,4.811806442696857
4.218995217652681,4.840528599022753
4.26186492282491,4.869409348767919
4.304104743061882,4.898166187834621
4.34594834346655,4.9269414671243945
4.387435110878131,4.955749069107672
4.42852361193303,4.98454744373077
4.469259320468726,5.013356030484605
4.50965928990048,5.042175631177678
4.549736457636792,5.071004712133953
4.589509744711079,5.099846786137328
4.628980875132044,5.128693469456156
4.6681665631929645,5.157547817380073
4.707077735206617,5.186409201629326
4.7457553660929905,5.215300020255571
4.784191897720185,5.244207126216318
4.822346944080304,5.27309249073006
4.860270334288797,5.301986487994356
4.897954963084772,5.330876865501894
4.935426456890779,5.359776767764036
4.972690948008118,5.388684837640385
5.009742179573199,5.4175902648541285
5.04702955913418,5.446840744724908
5.083698337612654,5.475760288908589
5.120170523946208,5.504673866871837
5.156549465359885,5.533658895547412
5.192671762419427,5.56258016888665
5.228624254420907,5.591502314856116
5.264414394824031,5.6204269565659155
5.300179791747573,5.649461677831964
5.335674252468556,5.678402848346829
5.371010399591976,5.707337640027096
5.4061990514825,5.736271051381196
5.441249082407862,5.765206563297884
5.47616339725286,5.794143422550202
5.510946330118079,5.823081770009686
5.545602023561835,5.852021757227666
5.565485795708986,5.96182144272205
5.5801337510362865,5.880963072311991
5.614546254696714,5.909906669104067
5.64884058062495,5.938850519862392
5.7094777854802725,5.9902652683090665
5.743464344219923,6.019212633734329
5.777345021178152,6.048160597009028
5.811123148866183,6.077109520705118
5.8448030684197425,6.106060804727636
5.8783900079139,6.13501660561719
5.911877183522469,6.1639689309126835
5.945278310535872,6.192927377328023
5.978582246052691,6.221880283299057
6.011799281140651,6.25083449915509
6.044930192542493,6.279788736828473
6.044930192542493,6.279788736828473
6.049743196964992,6.284788736828473
6.164340729912402,6.384747758885885
6.277147562174358,6.484727791786792
6.389110973529316,6.584705500798999
6.500301486140521,6.6846845036666345
6.610818998383148,6.784701085068454
6.720774780585335,6.8848082178731715
6.829990007485626,6.984798082661586
6.938637281219581,7.084786993596641
7.046759187317682,7.1847769994065915
7.154393196964131,7.284768456884835
7.261572751093184,7.384761148992274
7.368328823657505,7.484755152409605
7.474751441130665,7.584808377849225
7.580761848688149,7.684822746061657
7.686408539440404,7.784819823816933
7.791730613485691,7.884816342317329
7.896750164600412,7.984813464679083
8.001486334333904,8.084811668241922
8.10595942870171,8.184812983205212
8.210178814258851,8.28481117175017
8.314163736212297,8.38480963504417
8.417928200172513,8.484808693104887
8.521484850048513,8.5848075581828
8.624846251495608,8.684806589521063
8.7280249994337,8.784807024184307
8.831031754524721,8.884808257896061
8.84770758087341,8.901022480744865
8.933873587368831,8.98480783042596
8.950530475017425,9.00102665020261
9.036561315793133,9.084807198376806
9.053194156014403,9.101027371350849
9.139107362932503,9.184809848941457
9.155715325367135,9.201026825746752
9.241513567695801,9.284809468491709
9.258101956006447,9.301026370091876
9.343792008909572,9.384810460262004
9.360360682240321,9.40102687373939
9.445947404072921,9.48481018850218
9.462494747432622,9.501026692609917
9.548329528864738,9.5851450509838
9.564518218495781,9.60102692958236
9.650261028516482,9.685144827253465
9.666432453877842,9.701026648190272
9.752089809693013,9.785144761678023
9.768248089571445,9.801026420613118
9.8538215381611,9.885144548665739
9.869969357841267,9.901031166212793
9.95546330016194,9.9851461934383
9.971596003492728,10.001030982363561
10.05701719337684,10.085146365520213
10.073133553066366,10.10103118858505
10.158491556810057,10.18514912922879
10.174607620609269,10.201046174458927
10.259887347168204,10.285150921609768
10.275993195520211,10.301046646236914
10.361214466935278,10.385157406782628
10.37730536537697,10.401046600903133
10.462465549155844,10.485157308097294
10.478568857425238,10.501070354512525
10.563653784810445,10.585159749230046
10.579743834342105,10.601070380420602
10.66477724582209,10.68515972662486
10.6808550993336,10.701071071185627
10.765842382558635,10.78516009043323
10.781912128670646,10.801071451456439
10.866979414510103,10.88528691566553
10.882913178785069,10.901071401292617
10.968167699375698,10.985517011596631
10.983860514370487,11.001071561576293
11.069079082922345,11.085522430856921
11.084759168006258,11.101071833234531
11.169936886964738,11.185522570121774
11.18561482493584,11.201072849161717
11.2707471027554,11.285524686579475
11.2864191553482,11.301072855910812
11.371507124533755,11.385524617932482
11.38718832418049,11.401074527503301
11.472237261394673,11.485524597573121
11.487924403368643,11.501083706330522
11.57296695320171,11.58554627630808
11.588611330022188,11.601083695580389
11.673623484719986,11.685546331525602
11.689319128529243,11.701139162474014
11.77424472044782,11.78554752237186
11.789935291694308,11.801139517247547
11.87483929404427,11.885548010769096
11.89052261893564,11.90113963901431
11.97540035256912,11.985548000337861
12.013235488798134,12.023180209237072
12.075933036722253,12.085551221737473
12.113761723450686,12.123185902778134
12.176433817454503,12.185552254200623
12.214250987617495,12.223186071983909
12.27691158469755,12.285552799638415
12.314717510465396,12.323186086720186
12.377366694893162,12.385553425760845
12.41516236445763,12.423186112162226
12.477796613113838,12.485553430778685
12.515581493545243,12.52318811179134
12.578203043723509,12.585553456903686
12.616022082107916,12.623228665910984
12.678781181583547,12.68574581863955
12.71640080528261,12.72322879139365
12.779146693605423,12.785746166185307
12.816917916092915,12.823388405309268
12.879491946293916,12.88574642555927
12.917251764257605,12.923389142193574
12.97982022462232,12.985746569105347
13.017580118002282,13.023389147154267
13.08020421105167,13.085820651374048
13.117883783808642,13.123389758544064
13.180498117355361,13.185821359139046
13.218173781280901,13.223391710263323
13.280776339279138,13.285821354490572
13.318445864888437,13.32339180972436
13.381037381133616,13.385821388410728
13.41870383335674,13.423392851175667
13.481291739928796,13.485821395140528
13.518933826394903,13.52339277851417
13.58153235862342,13.585821493195791
13.619182304252012,13.623392796634473
13.681757843854923,13.685822797660748
13.71940883177868,13.723393381492254
13.7819722332981,13.785823430812728
13.819622111169116,13.823395181245482
13.88217282061203,13.885823433002372
13.921408718387523,13.924979364667049
13.982366688961907,13.985823458901006
14.02161951337325,14.025002105983067
14.082547841127166,14.085824551086548
14.121801192560646,14.125005762737118
14.182735708577345,14.185837743066491
14.222091561457797,14.225127196174904
14.282899791332651,14.28583775739677
14.322264954438129,14.325140249316414
14.383056909996604,14.385841265796168
14.42243255126647,14.425156212023598
14.483204969696974,14.485841391668973
14.522735907955047,14.525315876737906
14.58407090225277,14.586566911635444
14.622888499325073,14.625332442661183
14.684202804892692,14.686567632679662
14.723020978449954,14.725336697043998
14.78432764378275,14.78657143605761
14.823145116788117,14.825338650784655
14.884447665361124,14.886571875238436
14.923306835964105,14.925383612924168
14.984582497375502,14.98659136740324
15.023423883093736,15.025390958254023
15.08804774656265,15.089947046526039
15.12385152214911,15.12571453596256
15.18815178218212,15.189950399877072
15.224411200189165,15.226174207900613
15.288250001817989,15.289953322693338
15.324541792878794,15.32621238365358
15.388477959696417,15.390091784859097
15.42466351980413,15.426245759450532
15.488570129225025,15.490098956611265
15.524817907099564,15.526317015672277
15.588656397668943,15.590103520177713
15.624992046597464,15.626411061181015
15.68873603165289,15.690106433612828
15.788831740014247,15.790130199363707
15.889022104616124,15.890251246757245
15.989087960702742,15.990251998096827
16.08926824189814,16.090369833998263
16.189325306157848,16.19037021427376
16.289381949407403,16.290371749524237
16.390415774860926,16.39135389090772
