,Experiment,Bar,min_row,min_col,max_row,max_col,Orientation,Width,Length,Bra_init_mean,Bra_init_std,Bra_final_mean,Bra_final_std,H2B_init_mean,H2B_init_std,H2B_final_mean,H2B_final_std,Ncells_init,Ncells_final,frame0
261,20240521,33,774,269,818,485,horizontal,44,216,6359.853428093783,1510.624719974879,4228.293490048848,1451.799729768073,10636.943472773208,2182.5096076167943,10113.24422786902,1926.795837220272,120.0,74.0,10.0
262,20240521,34,781,647,825,691,vertical,44,44,7145.486484188044,2764.5596730722937,2302.9537608804994,466.14787245693935,11477.403780329058,2267.1467020720847,7649.369799842543,1255.6335300925095,31.0,7.0,10.0
263,20240521,35,783,789,827,1005,horizontal,44,216,5707.55877970541,1817.0931731050816,2775.888558488602,782.1253465995964,9323.50407224246,2209.08501605432,8321.301702461524,1776.8753954118922,81.0,41.0,10.0
264,20240521,36,904,134,948,480,horizontal,44,346,5927.482048859524,2020.206957311737,3653.073108688719,1225.9012404406574,10248.851625647912,2211.2511949625946,9206.3364716561,2437.330496029984,174.0,99.0,10.0
265,20240521,37,914,649,958,995,horizontal,44,346,5032.624182126915,1851.7304377399607,2400.4572056707216,695.0233394039004,8630.964207138573,3090.7970439865853,7366.332586993257,1815.8358208999207,88.0,69.0,10.0
266,20240521,38,1026,133,1070,241,horizontal,44,108,5251.862901980687,2097.5088353420247,3134.567641763276,1263.9777020713468,8565.2703436159,2187.122839050533,8013.726140204349,1923.7328381836728,59.0,28.0,10.0
267,20240521,39,1029,354,1073,484,horizontal,44,130,5187.845511645573,1335.4014523378717,3702.4037471042952,1591.4781777233172,8812.589428693744,2145.5536550300444,8649.485003483152,1584.1685895358228,64.0,28.0,10.0
268,20240521,40,1039,1382,1083,1512,horizontal,44,130,5062.251628068729,1321.8558035881035,2054.071493421604,513.3957687419199,8286.920775480397,1856.9083990804256,6150.28254710397,1473.611472558528,28.0,21.0,10.0
269,20240521,41,1156,132,1200,218,horizontal,44,86,5757.188620603776,1545.102725036879,3848.4226803541137,1579.2768361114354,10404.567471797378,2192.1180046511126,9159.03575118637,1950.4640372920555,57.0,21.0,10.0
270,20240521,42,1161,643,1205,729,horizontal,44,86,5455.9549805144725,1470.5534624077177,3142.828389229259,908.2342104193052,9105.52004679052,1747.5870191215972,7154.562987450401,1583.023643342635,40.0,19.0,10.0
271,20240521,43,1292,640,1336,684,vertical,44,44,5182.505581201483,1985.4110701601985,2958.930143905301,655.9084851632311,9238.853729686656,2916.145935846432,7807.282156801996,1660.0271550651062,16.0,7.0,10.0
272,20250126,1,17,0,61,1536,horizontal,44,1536,2373.6945001089966,622.7348548304302,1652.0841727132702,586.8571054255931,11304.500036064612,2372.507706537783,11639.290815715856,2927.5831300436366,609.0,487.0,22.0
273,20250126,2,195,0,239,1536,horizontal,44,1536,2666.572015248033,754.7964583724041,1891.3248414312784,715.5610522683456,12902.336578552262,2705.463648340123,13173.602907360942,2788.12905128609,788.0,624.0,22.0
274,20250126,3,362,0,406,1536,horizontal,44,1536,2611.297061974751,714.1220135822622,1857.2490575850336,599.9014435064435,13009.136320408596,2654.582757306616,13305.819067877314,2691.246739915287,774.0,739.0,22.0
275,20250126,4,531,0,575,1536,horizontal,44,1536,2568.861167171784,742.4193465842086,1807.698487906631,633.7555437158385,12224.033804141916,2467.2824123252763,12451.148283646524,2397.9643413726644,802.0,700.0,22.0
276,20250126,5,710,0,754,1536,horizontal,44,1536,2712.0966442720182,728.750013140573,2105.9851413736856,767.0220498207899,13222.804545888355,2410.560051113881,13971.46832601806,2722.416522368979,1003.0,998.0,22.0
277,20250126,6,873,0,917,1536,horizontal,44,1536,2650.9347806808414,700.8747737862577,2015.7749581820644,632.8257062030793,13202.142249350229,2434.229265390359,13717.461760596383,2465.8600445029338,987.0,963.0,22.0
278,20250126,7,1049,0,1093,1536,horizontal,44,1536,2593.018257612062,758.7267979827134,1907.771896956528,648.1373492494882,12626.297241598491,2512.464311058841,13137.15075972296,2572.28117164801,975.0,972.0,22.0
279,20250126,8,1223,0,1267,1536,horizontal,44,1536,2737.0360853530824,781.6574197710097,2030.9120488388096,755.464074056656,13384.298977779712,2601.0862456123937,13929.666196472905,2676.7148562082016,878.0,844.0,22.0
280,20250126,9,1389,0,1433,1536,horizontal,44,1536,2598.030942572536,751.9975248838302,1907.963454530522,645.0445739631379,13073.416826161383,2415.259837065632,13582.708524049243,2594.821965786567,821.0,819.0,22.0
281,20250131,1,17,0,61,1536,horizontal,44,1536,2736.1308808235235,810.9086589790084,1908.583659649176,799.5510167393096,13226.15033623904,2928.5958537865545,12521.848686561842,3509.1146509574683,1181.0,688.0,18.0
282,20250131,2,195,0,239,1536,horizontal,44,1536,2670.272704999036,752.9121134962991,1583.87789932321,692.798665851088,13148.849591693945,2726.850559411152,11269.375131760407,3352.728103835432,817.0,355.0,18.0
283,20250131,3,372,0,416,1536,horizontal,44,1536,2830.823221061625,885.732383649045,1634.1225180912388,734.6961161937396,13521.439339217692,2862.141083784072,11548.009219148908,3033.466135140404,911.0,466.0,18.0
284,20250131,4,544,0,588,1536,horizontal,44,1536,2738.6705189288496,1072.8705468094774,1738.3745984582986,922.1356165001424,12847.67000236147,3001.046144679772,11759.693537207067,3557.872450336042,836.0,468.0,18.0
285,20250131,5,726,0,770,1536,horizontal,44,1536,2787.2382380347003,865.9608030003789,1568.5467658001976,729.7375615416099,13440.124254896144,2687.8042917643647,11613.082321743335,3427.409469801106,801.0,410.0,18.0
286,20250131,6,902,0,946,1536,horizontal,44,1536,2755.6595272045106,996.1081390090336,1304.2369596477397,449.8730985217804,13034.477304890535,2797.1077617830992,9878.565569622984,2362.033555776334,755.0,328.0,18.0
287,20250131,7,1083,0,1127,1536,horizontal,44,1536,2565.084413546084,665.8635385902032,1424.1107524442116,588.4045706235304,12512.421904348455,2551.003988356249,9985.750121522437,2694.417966484461,795.0,311.0,18.0
288,20250131,8,1258,0,1302,1536,horizontal,44,1536,2692.0490893702354,748.9046361143952,1414.8805304377663,611.7711188938026,13125.624061224344,2722.348681212588,10469.454112361922,2703.894141496345,744.0,316.0,18.0
289,20250131,9,1439,0,1483,1536,horizontal,44,1536,2555.500804714995,700.0879353682293,1469.1879216400098,682.1140419601555,12357.974998591122,2499.745293645975,10348.587661924412,2569.463979569368,683.0,332.0,18.0
