,alpha,L,beta_factor,rho0,poltime_mode,poltime_dscore
19867,20.0,3.948717948717949,1.5,0.4,1011.011,865.8659
19868,20.0,3.948717948717949,1.5,0.4,655.6557,510.5105
19869,20.0,3.948717948717949,1.5,0.4,545.5455,400.4004
19870,20.0,3.948717948717949,1.5,0.4,1066.0661,920.9209
19871,20.0,3.948717948717949,1.5,0.4,895.8959,750.7508
19872,20.0,3.948717948717949,1.5,0.4,875.8759,730.7307
19873,20.0,3.948717948717949,1.5,0.4,1301.3013,1156.1562
19874,20.0,3.948717948717949,1.5,0.4,785.7858,640.6406
19875,20.0,3.948717948717949,1.5,0.4,610.6106,465.4655
19876,20.0,3.948717948717949,1.5,0.4,855.8559,710.7107
19877,20.0,3.948717948717949,1.5,0.4,500.5005,355.3554
19878,20.0,3.948717948717949,1.5,0.4,605.6056,460.4605
19879,20.0,3.948717948717949,1.5,0.4,540.5405,395.3954
19880,20.0,3.948717948717949,1.5,0.4,580.5806,435.4354
19881,20.0,3.948717948717949,1.5,0.4,510.5105,365.3654
19882,20.0,3.948717948717949,1.5,0.4,830.8308,685.6857
19883,20.0,3.948717948717949,1.5,0.4,1656.6567,1511.5115
19884,20.0,3.948717948717949,1.5,0.4,565.5656,420.4204
19885,20.0,3.948717948717949,1.5,0.4,535.5355,390.3904
19886,20.0,3.948717948717949,1.5,0.4,870.8709,725.7257
19887,20.0,3.948717948717949,1.5,0.4,895.8959,750.7508
19888,20.0,3.948717948717949,1.5,0.4,400.4004,255.2553
19889,20.0,3.948717948717949,1.5,0.4,840.8408,695.6957
19890,20.0,3.948717948717949,1.5,0.4,730.7307,590.5906
19891,20.0,3.948717948717949,1.5,0.4,710.7107,565.5656
19892,20.0,3.948717948717949,1.5,0.4,1046.046,900.9009
19893,20.0,3.948717948717949,1.5,0.4,840.8408,695.6957
19894,20.0,3.948717948717949,1.5,0.4,710.7107,565.5656
19895,20.0,3.948717948717949,1.5,0.4,390.3904,245.2452
19896,20.0,3.948717948717949,1.5,0.4,545.5455,400.4004
19897,20.0,3.948717948717949,1.5,0.4,890.8909,745.7457
19898,20.0,3.948717948717949,1.5,0.4,550.5506,405.4054
19899,20.0,3.948717948717949,1.5,0.4,955.956,810.8108
19900,20.0,3.341025641025641,0.5,0.4,60.0601,40.04
19901,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19902,20.0,3.341025641025641,0.5,0.4,70.0701,55.0551
19903,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19904,20.0,3.341025641025641,0.5,0.4,105.1051,90.0901
19905,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19906,20.0,3.341025641025641,0.5,0.4,60.0601,45.045
19907,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19908,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19909,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19910,20.0,3.341025641025641,0.5,0.4,60.0601,45.045
19911,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19912,20.0,3.341025641025641,0.5,0.4,90.0901,75.0751
19913,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19914,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19915,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19916,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19917,20.0,3.341025641025641,0.5,0.4,100.1001,85.0851
19918,20.0,3.341025641025641,0.5,0.4,55.0551,35.035
19919,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19920,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19921,20.0,3.341025641025641,0.5,0.4,70.0701,55.0551
19922,20.0,3.341025641025641,0.5,0.4,60.0601,45.045
19923,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19924,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19925,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19926,20.0,3.341025641025641,0.5,0.4,85.0851,70.0701
19927,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19928,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19929,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19930,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19931,20.0,3.341025641025641,0.5,0.4,80.0801,65.0651
19932,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19933,20.0,3.341025641025641,0.5,0.4,45.045,35.035
19934,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19935,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19936,20.0,3.341025641025641,0.5,0.4,65.0651,50.0501
19937,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19938,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19939,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19940,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19941,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19942,20.0,3.341025641025641,0.5,0.4,115.1151,100.1001
19943,20.0,3.341025641025641,0.5,0.4,80.0801,65.0651
19944,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19945,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19946,20.0,3.341025641025641,0.5,0.4,35.035,15.015
19947,20.0,3.341025641025641,0.5,0.4,85.0851,70.0701
19948,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19949,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19950,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19951,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19952,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19953,20.0,3.341025641025641,0.5,0.4,80.0801,65.0651
19954,20.0,3.341025641025641,0.5,0.4,90.0901,75.0751
19955,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19956,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19957,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19958,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19959,20.0,3.341025641025641,0.5,0.4,80.0801,65.0651
19960,20.0,3.341025641025641,0.5,0.4,80.0801,65.0651
19961,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19962,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19963,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19964,20.0,3.341025641025641,0.5,0.4,60.0601,45.045
19965,20.0,3.341025641025641,0.5,0.4,60.0601,50.0501
19966,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19967,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19968,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19969,20.0,3.341025641025641,0.5,0.4,75.0751,60.0601
19970,20.0,3.341025641025641,0.5,0.4,85.0851,70.0701
19971,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19972,20.0,3.341025641025641,0.5,0.4,75.0751,60.0601
19973,20.0,3.341025641025641,0.5,0.4,60.0601,45.045
19974,20.0,3.341025641025641,0.5,0.4,45.045,30.03
19975,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19976,20.0,3.341025641025641,0.5,0.4,35.035,25.025
19977,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19978,20.0,3.341025641025641,0.5,0.4,55.0551,40.04
19979,20.0,3.341025641025641,0.5,0.4,40.04,30.03
19980,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19981,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19982,20.0,3.341025641025641,0.5,0.4,40.04,20.02
19983,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19984,20.0,3.341025641025641,0.5,0.4,30.03,10.01
19985,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19986,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19987,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19988,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19989,20.0,3.341025641025641,0.5,0.4,35.035,20.02
19990,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19991,20.0,3.341025641025641,0.5,0.4,35.035,25.025
19992,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19993,20.0,3.341025641025641,0.5,0.4,50.0501,35.035
19994,20.0,3.341025641025641,0.5,0.4,40.04,25.025
19995,20.0,3.341025641025641,0.5,0.4,55.0551,45.045
19996,20.0,3.341025641025641,0.5,0.4,75.0751,55.0551
19997,20.0,3.341025641025641,0.5,0.4,30.03,20.02
19998,20.0,3.341025641025641,0.5,0.4,30.03,15.015
19999,20.0,3.341025641025641,0.5,0.4,35.035,20.02
22400,20.0,3.341025641025641,1.5,0.4,205.2052,180.1802
22401,20.0,3.341025641025641,1.5,0.4,155.1552,125.1251
22402,20.0,3.341025641025641,1.5,0.4,115.1151,90.0901
22403,20.0,3.341025641025641,1.5,0.4,155.1552,125.1251
22404,20.0,3.341025641025641,1.5,0.4,165.1652,140.1401
22405,20.0,3.341025641025641,1.5,0.4,125.1251,100.1001
22406,20.0,3.341025641025641,1.5,0.4,110.1101,85.0851
22407,20.0,3.341025641025641,1.5,0.4,180.1802,150.1502
22408,20.0,3.341025641025641,1.5,0.4,130.1301,100.1001
22409,20.0,3.341025641025641,1.5,0.4,145.1451,115.1151
22410,20.0,3.341025641025641,1.5,0.4,85.0851,55.0551
22411,20.0,3.341025641025641,1.5,0.4,175.1752,145.1451
22412,20.0,3.341025641025641,1.5,0.4,95.0951,65.0651
22413,20.0,3.341025641025641,1.5,0.4,95.0951,65.0651
22414,20.0,3.341025641025641,1.5,0.4,215.2152,185.1852
22415,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22416,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22417,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22418,20.0,3.341025641025641,1.5,0.4,60.0601,30.03
22419,20.0,3.341025641025641,1.5,0.4,270.2703,240.2402
22420,20.0,3.341025641025641,1.5,0.4,145.1451,115.1151
22421,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22422,20.0,3.341025641025641,1.5,0.4,280.2803,250.2503
22423,20.0,3.341025641025641,1.5,0.4,150.1502,120.1201
22424,20.0,3.341025641025641,1.5,0.4,90.0901,65.0651
22425,20.0,3.341025641025641,1.5,0.4,180.1802,155.1552
22426,20.0,3.341025641025641,1.5,0.4,125.1251,100.1001
22427,20.0,3.341025641025641,1.5,0.4,135.1351,105.1051
22428,20.0,3.341025641025641,1.5,0.4,95.0951,70.0701
22429,20.0,3.341025641025641,1.5,0.4,115.1151,85.0851
22430,20.0,3.341025641025641,1.5,0.4,255.2553,230.2302
22431,20.0,3.341025641025641,1.5,0.4,135.1351,105.1051
22432,20.0,3.341025641025641,1.5,0.4,115.1151,90.0901
22433,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22434,20.0,3.341025641025641,1.5,0.4,150.1502,125.1251
22435,20.0,3.341025641025641,1.5,0.4,155.1552,130.1301
22436,20.0,3.341025641025641,1.5,0.4,140.1401,110.1101
22437,20.0,3.341025641025641,1.5,0.4,120.1201,90.0901
22438,20.0,3.341025641025641,1.5,0.4,130.1301,100.1001
22439,20.0,3.341025641025641,1.5,0.4,140.1401,115.1151
22440,20.0,3.341025641025641,1.5,0.4,115.1151,85.0851
22441,20.0,3.341025641025641,1.5,0.4,90.0901,60.0601
22442,20.0,3.341025641025641,1.5,0.4,130.1301,100.1001
22443,20.0,3.341025641025641,1.5,0.4,95.0951,65.0651
22444,20.0,3.341025641025641,1.5,0.4,125.1251,95.0951
22445,20.0,3.341025641025641,1.5,0.4,100.1001,70.0701
22446,20.0,3.341025641025641,1.5,0.4,140.1401,115.1151
22447,20.0,3.341025641025641,1.5,0.4,85.0851,55.0551
22448,20.0,3.341025641025641,1.5,0.4,125.1251,95.0951
22449,20.0,3.341025641025641,1.5,0.4,165.1652,135.1351
22450,20.0,3.341025641025641,1.5,0.4,105.1051,75.0751
22451,20.0,3.341025641025641,1.5,0.4,145.1451,115.1151
22452,20.0,3.341025641025641,1.5,0.4,245.2452,215.2152
22453,20.0,3.341025641025641,1.5,0.4,135.1351,105.1051
22454,20.0,3.341025641025641,1.5,0.4,160.1602,130.1301
22455,20.0,3.341025641025641,1.5,0.4,115.1151,85.0851
22456,20.0,3.341025641025641,1.5,0.4,125.1251,95.0951
22457,20.0,3.341025641025641,1.5,0.4,90.0901,65.0651
22458,20.0,3.341025641025641,1.5,0.4,95.0951,70.0701
22459,20.0,3.341025641025641,1.5,0.4,205.2052,175.1752
22460,20.0,3.341025641025641,1.5,0.4,100.1001,70.0701
22461,20.0,3.341025641025641,1.5,0.4,95.0951,70.0701
22462,20.0,3.341025641025641,1.5,0.4,140.1401,115.1151
22463,20.0,3.341025641025641,1.5,0.4,150.1502,125.1251
22464,20.0,3.341025641025641,1.5,0.4,165.1652,135.1351
22465,20.0,3.341025641025641,1.5,0.4,190.1902,160.1602
22466,20.0,3.341025641025641,1.5,0.4,65.0651,35.035
22467,20.0,3.341025641025641,1.5,0.4,145.1451,115.1151
22468,20.0,3.341025641025641,1.5,0.4,90.0901,60.0601
22469,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22470,20.0,3.341025641025641,1.5,0.4,120.1201,95.0951
22471,20.0,3.341025641025641,1.5,0.4,95.0951,65.0651
22472,20.0,3.341025641025641,1.5,0.4,180.1802,150.1502
22473,20.0,3.341025641025641,1.5,0.4,80.0801,55.0551
22474,20.0,3.341025641025641,1.5,0.4,105.1051,75.0751
22475,20.0,3.341025641025641,1.5,0.4,80.0801,50.0501
22476,20.0,3.341025641025641,1.5,0.4,135.1351,110.1101
22477,20.0,3.341025641025641,1.5,0.4,175.1752,145.1451
22478,20.0,3.341025641025641,1.5,0.4,115.1151,90.0901
22479,20.0,3.341025641025641,1.5,0.4,280.2803,255.2553
22480,20.0,3.341025641025641,1.5,0.4,125.1251,95.0951
22481,20.0,3.341025641025641,1.5,0.4,105.1051,75.0751
22482,20.0,3.341025641025641,1.5,0.4,190.1902,165.1652
22483,20.0,3.341025641025641,1.5,0.4,130.1301,100.1001
22484,20.0,3.341025641025641,1.5,0.4,150.1502,125.1251
22485,20.0,3.341025641025641,1.5,0.4,140.1401,110.1101
22486,20.0,3.341025641025641,1.5,0.4,110.1101,85.0851
22487,20.0,3.341025641025641,1.5,0.4,100.1001,75.0751
22488,20.0,3.341025641025641,1.5,0.4,170.1702,145.1451
22489,20.0,3.341025641025641,1.5,0.4,115.1151,85.0851
22490,20.0,3.341025641025641,1.5,0.4,135.1351,105.1051
22491,20.0,3.341025641025641,1.5,0.4,120.1201,90.0901
22492,20.0,3.341025641025641,1.5,0.4,110.1101,80.0801
22493,20.0,3.341025641025641,1.5,0.4,105.1051,80.0801
22494,20.0,3.341025641025641,1.5,0.4,75.0751,45.045
22495,20.0,3.341025641025641,1.5,0.4,175.1752,150.1502
22496,20.0,3.341025641025641,1.5,0.4,95.0951,65.0651
22497,20.0,3.341025641025641,1.5,0.4,145.1451,115.1151
22498,20.0,3.341025641025641,1.5,0.4,80.0801,55.0551
22499,20.0,3.341025641025641,1.5,0.4,250.2503,220.2202
22800,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22801,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22802,15.0,3.746153846153846,0.5,0.4,65.0651,50.0501
22803,15.0,3.746153846153846,0.5,0.4,25.025,10.01
22804,15.0,3.746153846153846,0.5,0.4,75.0751,60.0601
22805,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22806,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22807,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22808,15.0,3.746153846153846,0.5,0.4,30.03,15.015
22809,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22810,15.0,3.746153846153846,0.5,0.4,80.0801,70.0701
22811,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22812,15.0,3.746153846153846,0.5,0.4,35.035,20.02
22813,15.0,3.746153846153846,0.5,0.4,75.0751,60.0601
22814,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22815,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22816,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22817,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22818,15.0,3.746153846153846,0.5,0.4,70.0701,55.0551
22819,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22820,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22821,15.0,3.746153846153846,0.5,0.4,90.0901,75.0751
22822,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22823,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22824,15.0,3.746153846153846,0.5,0.4,60.0601,45.045
22825,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22826,15.0,3.746153846153846,0.5,0.4,25.025,15.015
22827,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22828,15.0,3.746153846153846,0.5,0.4,35.035,20.02
22829,15.0,3.746153846153846,0.5,0.4,90.0901,80.0801
22830,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22831,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22832,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22833,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22834,15.0,3.746153846153846,0.5,0.4,40.04,30.03
22835,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22836,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22837,15.0,3.746153846153846,0.5,0.4,95.0951,80.0801
22838,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22839,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22840,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22841,15.0,3.746153846153846,0.5,0.4,30.03,20.02
22842,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22843,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22844,15.0,3.746153846153846,0.5,0.4,65.0651,50.0501
22845,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22846,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22847,15.0,3.746153846153846,0.5,0.4,25.025,15.015
22848,15.0,3.746153846153846,0.5,0.4,85.0851,70.0701
22849,15.0,3.746153846153846,0.5,0.4,30.03,15.015
22850,15.0,3.746153846153846,0.5,0.4,70.0701,60.0601
22851,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22852,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22853,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22854,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22855,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22856,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22857,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22858,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22859,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22860,15.0,3.746153846153846,0.5,0.4,30.03,15.015
22861,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22862,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22863,15.0,3.746153846153846,0.5,0.4,25.025,10.01
22864,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22865,15.0,3.746153846153846,0.5,0.4,50.0501,40.04
22866,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22867,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22868,15.0,3.746153846153846,0.5,0.4,45.045,35.035
22869,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22870,15.0,3.746153846153846,0.5,0.4,30.03,15.015
22871,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22872,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22873,15.0,3.746153846153846,0.5,0.4,60.0601,45.045
22874,15.0,3.746153846153846,0.5,0.4,100.1001,85.0851
22875,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22876,15.0,3.746153846153846,0.5,0.4,40.04,30.03
22877,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22878,15.0,3.746153846153846,0.5,0.4,40.04,30.03
22879,15.0,3.746153846153846,0.5,0.4,30.03,20.02
22880,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22881,15.0,3.746153846153846,0.5,0.4,55.0551,40.04
22882,15.0,3.746153846153846,0.5,0.4,35.035,20.02
22883,15.0,3.746153846153846,0.5,0.4,40.04,25.025
22884,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22885,15.0,3.746153846153846,0.5,0.4,40.04,30.03
22886,15.0,3.746153846153846,0.5,0.4,75.0751,60.0601
22887,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22888,15.0,3.746153846153846,0.5,0.4,60.0601,50.0501
22889,15.0,3.746153846153846,0.5,0.4,35.035,20.02
22890,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22891,15.0,3.746153846153846,0.5,0.4,45.045,30.03
22892,15.0,3.746153846153846,0.5,0.4,35.035,20.02
22893,15.0,3.746153846153846,0.5,0.4,60.0601,50.0501
22894,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22895,15.0,3.746153846153846,0.5,0.4,65.0651,50.0501
22896,15.0,3.746153846153846,0.5,0.4,30.03,15.015
22897,15.0,3.746153846153846,0.5,0.4,35.035,25.025
22898,15.0,3.746153846153846,0.5,0.4,50.0501,35.035
22899,15.0,3.746153846153846,0.5,0.4,85.0851,70.0701
24900,20.0,3.543589743589744,0.5,0.4,110.1101,80.0801
24901,20.0,3.543589743589744,0.5,0.4,95.0951,75.0751
24902,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24903,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24904,20.0,3.543589743589744,0.5,0.4,55.0551,30.03
24905,20.0,3.543589743589744,0.5,0.4,115.1151,85.0851
24906,20.0,3.543589743589744,0.5,0.4,70.0701,40.04
24907,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24908,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24909,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24910,20.0,3.543589743589744,0.5,0.4,50.0501,25.025
24911,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24912,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24913,20.0,3.543589743589744,0.5,0.4,55.0551,35.035
24914,20.0,3.543589743589744,0.5,0.4,140.1401,115.1151
24915,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24916,20.0,3.543589743589744,0.5,0.4,65.0651,45.045
24917,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24918,20.0,3.543589743589744,0.5,0.4,140.1401,115.1151
24919,20.0,3.543589743589744,0.5,0.4,125.1251,100.1001
24920,20.0,3.543589743589744,0.5,0.4,115.1151,95.0951
24921,20.0,3.543589743589744,0.5,0.4,95.0951,70.0701
24922,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24923,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24924,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24925,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24926,20.0,3.543589743589744,0.5,0.4,80.0801,55.0551
24927,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24928,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24929,20.0,3.543589743589744,0.5,0.4,85.0851,65.0651
24930,20.0,3.543589743589744,0.5,0.4,70.0701,50.0501
24931,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24932,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24933,20.0,3.543589743589744,0.5,0.4,80.0801,55.0551
24934,20.0,3.543589743589744,0.5,0.4,40.04,15.015
24935,20.0,3.543589743589744,0.5,0.4,130.1301,105.1051
24936,20.0,3.543589743589744,0.5,0.4,105.1051,80.0801
24937,20.0,3.543589743589744,0.5,0.4,130.1301,105.1051
24938,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24939,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24940,20.0,3.543589743589744,0.5,0.4,110.1101,90.0901
24941,20.0,3.543589743589744,0.5,0.4,75.0751,55.0551
24942,20.0,3.543589743589744,0.5,0.4,110.1101,85.0851
24943,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24944,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24945,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24946,20.0,3.543589743589744,0.5,0.4,80.0801,55.0551
24947,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24948,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24949,20.0,3.543589743589744,0.5,0.4,80.0801,60.0601
24950,20.0,3.543589743589744,0.5,0.4,75.0751,45.045
24951,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24952,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24953,20.0,3.543589743589744,0.5,0.4,130.1301,105.1051
24954,20.0,3.543589743589744,0.5,0.4,50.0501,25.025
24955,20.0,3.543589743589744,0.5,0.4,130.1301,105.1051
24956,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24957,20.0,3.543589743589744,0.5,0.4,140.1401,115.1151
24958,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24959,20.0,3.543589743589744,0.5,0.4,95.0951,70.0701
24960,20.0,3.543589743589744,0.5,0.4,80.0801,50.0501
24961,20.0,3.543589743589744,0.5,0.4,50.0501,25.025
24962,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24963,20.0,3.543589743589744,0.5,0.4,40.04,15.015
24964,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24965,20.0,3.543589743589744,0.5,0.4,105.1051,75.0751
24966,20.0,3.543589743589744,0.5,0.4,85.0851,60.0601
24967,20.0,3.543589743589744,0.5,0.4,80.0801,50.0501
24968,20.0,3.543589743589744,0.5,0.4,95.0951,75.0751
24969,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24970,20.0,3.543589743589744,0.5,0.4,45.045,20.02
24971,20.0,3.543589743589744,0.5,0.4,110.1101,80.0801
24972,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24973,20.0,3.543589743589744,0.5,0.4,95.0951,75.0751
24974,20.0,3.543589743589744,0.5,0.4,65.0651,35.035
24975,20.0,3.543589743589744,0.5,0.4,45.045,20.02
24976,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24977,20.0,3.543589743589744,0.5,0.4,80.0801,55.0551
24978,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24979,20.0,3.543589743589744,0.5,0.4,110.1101,85.0851
24980,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24981,20.0,3.543589743589744,0.5,0.4,80.0801,50.0501
24982,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24983,20.0,3.543589743589744,0.5,0.4,50.0501,25.025
24984,20.0,3.543589743589744,0.5,0.4,55.0551,30.03
24985,20.0,3.543589743589744,0.5,0.4,105.1051,85.0851
24986,20.0,3.543589743589744,0.5,0.4,50.0501,25.025
24987,20.0,3.543589743589744,0.5,0.4,105.1051,80.0801
24988,20.0,3.543589743589744,0.5,0.4,65.0651,35.035
24989,20.0,3.543589743589744,0.5,0.4,130.1301,105.1051
24990,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24991,20.0,3.543589743589744,0.5,0.4,75.0751,50.0501
24992,20.0,3.543589743589744,0.5,0.4,130.1301,110.1101
24993,20.0,3.543589743589744,0.5,0.4,90.0901,65.0651
24994,20.0,3.543589743589744,0.5,0.4,50.0501,20.02
24995,20.0,3.543589743589744,0.5,0.4,65.0651,40.04
24996,20.0,3.543589743589744,0.5,0.4,60.0601,35.035
24997,20.0,3.543589743589744,0.5,0.4,80.0801,55.0551
24998,20.0,3.543589743589744,0.5,0.4,70.0701,45.045
24999,20.0,3.543589743589744,0.5,0.4,125.1251,100.1001
